"id","status","donor_id","receiver_id","collected_at","created_at","updated_at","has_invoice_photo"
"992d9d3c-ccc9-463b-818b-78a22f99f312","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-08T21:00:00Z","2025-08-08T23:22:34.603971Z","2025-08-08T23:47:32.184534Z","true"
"70d920bf-7d6f-488d-bd6c-8b4747e7bb3a","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-12T18:40:00Z","2025-08-12T21:56:22.164983Z","2025-08-12T22:20:58.875182Z","true"
"78dd2066-e7be-4c96-aaff-7a1862609354","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-11T20:00:00Z","2025-08-11T22:07:07.398927Z","2025-08-11T22:38:44.98849Z","true"
"56933cf2-c38c-48eb-9bca-a5c4735cfad2","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-09T17:00:00Z","2025-08-09T19:04:26.265865Z","2025-08-09T19:21:42.68086Z","true"
"cbad7fed-9206-4066-80dc-448a9bfb34b0","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-12T16:00:00Z","2025-07-12T19:31:58.52486Z","2025-07-12T19:48:30.818019Z","true"
"2aae5633-f49c-4930-a02e-79a1a7d1c812","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-13T20:00:00Z","2025-08-13T21:46:35.500577Z","2025-08-13T22:04:23.874182Z","true"
"e4edd2b3-0d14-4fb4-9308-0fc8b55bccf7","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-14T19:00:00Z","2025-08-14T22:24:32.250583Z","2025-08-14T22:39:33.750749Z","true"
"02d6a480-c218-434a-9300-ba76ade6ca51","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-15T20:00:00Z","2025-08-15T22:36:08.574513Z","2025-08-15T22:49:05.420229Z","true"
"b6c006b4-4966-4222-beca-3fbc8b01fdab","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-14T19:00:00Z","2025-07-14T21:44:50.205128Z","2025-07-14T22:44:41.748163Z","true"
"119d9384-9ed1-4abc-969a-798a5cc7ac1b","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-15T18:45:00Z","2025-07-15T22:03:09.897361Z","2025-07-15T22:28:05.156584Z","true"
